Unnamed: 0.1,Unnamed: 0,duration (ms),danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spec_rate,labels,uri
27800,27800,66850.0,0.48,0.0145,-27.087,0.0449,0.995,0.934,0.112,0.486,132.769,6.716529543754674e-07,3,spotify:track:3P96LOcJuE4Aqzetsqnou2
27801,27801,105366.0,0.457,0.0924,-22.064,0.0465,0.994,0.951,0.121,0.194,74.719,4.413188315016229e-07,3,spotify:track:3vbzj78wOFNBZykhXztXiT
27802,27802,194667.0,0.388,0.0198,-26.443,0.039,0.987,0.951,0.106,0.339,179.797,2.003421227018447e-07,3,spotify:track:15a8V1kcwfqimlHRe5n6Yl
27803,27803,64445.0,0.64,0.0209,-23.453,0.0796,0.995,0.937,0.102,0.596,117.781,1.235161765846846e-06,3,spotify:track:5KTMmMPIA6gUxxJX7OJP0R
27804,27804,305620.0,0.202,0.0717,-22.469,0.0545,0.969,0.936,0.103,0.203,62.187,1.783260257836529e-07,3,spotify:track:7h63D3GIj99OkdMILmrCZf
27805,27805,227253.0,0.549,0.0949,-15.668,0.0324,0.986,0.852,0.1,0.166,79.993,1.425723752821745e-07,3,spotify:track:4xKthebrMWpRlfCdqGjfZk
27806,27806,181007.0,0.538,0.114,-15.437,0.0913,0.99,0.923,0.111,0.252,78.403,5.044003823056567e-07,3,spotify:track:1igkY9A1HcPCcvq3PIMReq
27807,27807,145947.0,0.422,0.0591,-20.421,0.0531,0.915,0.705,0.0902,0.174,80.196,3.638307056671258e-07,3,spotify:track:26FxkfhUC6opL8Kr7ej5nM
27808,27808,194119.0,0.372,0.0351,-25.26,0.0838,0.99,0.931,0.0844,0.154,73.601,4.3169396092087843e-07,3,spotify:track:4mIDI8cbAsw2sVD4oG3vCl
27809,27809,203607.0,0.596,0.0259,-16.175,0.0469,0.924,0.865,0.104,0.331,60.976,2.3034571502944402e-07,3,spotify:track:4K9nBWXE1KaAuORjR6fafU
27810,27810,231085.0,0.47,0.0506,-14.161,0.0681,0.968,0.895,0.0968,0.203,117.077,2.9469675660471254e-07,3,spotify:track:2IY5x7cYBRvpJHA8QYHUwj
27811,27811,220000.0,0.52,0.0707,-13.302,0.0508,0.929,0.817,0.101,0.356,79.47,2.309090909090909e-07,3,spotify:track:6siSMJB7m5aOxbSPoB7eUv
27812,27812,211020.0,0.449,0.351,-10.79,0.0641,0.854,0.761,0.105,0.948,182.362,3.0376267652355226e-07,0,spotify:track:4d3LZkavq2SOMwqaTE6d50
27813,27813,260342.0,0.674,0.107,-15.662,0.245,0.878,0.00781,0.0899,0.424,114.636,9.410698235398052e-07,0,spotify:track:0RA2xfP6BWhVLCPX1Rx6tD
27814,27814,188308.0,0.669,0.248,-13.407,0.106,0.93,0.746,0.103,0.17,75.798,5.629075769484036e-07,0,spotify:track:1DWUGnny2b4zyBM4pr9j6K
27815,27815,231596.0,0.47,0.289,-11.177,0.0697,0.643,0.628,0.104,0.337,83.777,3.00955111487245e-07,0,spotify:track:0ekE5iqfVY8i0ZPisZHmxs
27816,27816,262154.0,0.491,0.226,-11.459,0.0372,0.908,0.188,0.101,0.147,77.861,1.4190132517527865e-07,0,spotify:track:2USCY8xaBDKQF7wstIvmry
