Unnamed: 0.1,Unnamed: 0,duration (ms),danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spec_rate,labels,uri
275220,275220,360748.0,0.459,0.161,-11.759,0.0325,0.864,0.0,0.1,0.251,101.058,9.009058955281805e-08,0,spotify:track:602ZYxoyH3fBk08GGiKbbq
275221,275221,264027.0,0.228,0.469,-7.29,0.0693,0.191,0.0,0.348,0.194,73.926,2.624731561544842e-07,0,spotify:track:2TOJYaXezhgScRIX1Q1Ib5
275222,275222,228214.0,0.543,0.215,-11.798,0.0295,0.896,0.0053,0.228,0.106,111.758,1.2926463757701104e-07,0,spotify:track:43jJPXj38vutt4BBEfMq5W
275223,275223,240000.0,0.673,0.349,-11.936,0.0524,0.428,3.71e-06,0.131,0.348,149.987,2.1833333333333334e-07,0,spotify:track:5AjxmPt9dxQolwP4iasDGD
275224,275224,136200.0,0.524,0.0922,-16.751,0.0313,0.991,0.285,0.218,0.201,99.982,2.298091042584435e-07,0,spotify:track:1JEF3YV6aWigpTCdEVXV5X
275225,275225,264000.0,0.375,0.143,-16.252,0.0307,0.686,0.0,0.11,0.255,139.593,1.162878787878788e-07,0,spotify:track:0vz3gNo5a7ve78eneK5EVZ
275226,275226,363972.0,0.358,0.37,-12.523,0.0371,0.923,0.0972,0.166,0.175,79.501,1.0193091776290485e-07,0,spotify:track:0D9eroxKGfhTkXiDA6IwLR
275227,275227,353893.0,0.28,0.571,-12.126,0.0403,0.498,0.02,0.0822,0.134,78.978,1.1387622812545037e-07,0,spotify:track:35Wc1mqKenVpsSszG1LIIR
275228,275228,238903.0,0.224,0.335,-9.409,0.0344,0.437,0.0,0.0734,0.128,87.884,1.439914944559089e-07,0,spotify:track:5s6KLSJQodIbN08zlMgsOf
275229,275229,300746.0,0.249,0.281,-11.2,0.0368,0.763,0.0,0.336,0.31,76.926,1.223623921847672e-07,0,spotify:track:685qjYgfMFp0UKvPbDNYoz
275230,275230,344147.0,0.466,0.316,-8.859,0.0265,0.84,2.32e-06,0.0978,0.0927,142.219,7.700197880556854e-08,0,spotify:track:5j8cmgwtlYx05X7nq1BkPX
275231,275231,269973.0,0.413,0.416,-8.626,0.0305,0.676,0.0,0.0704,0.132,128.01,1.1297426038900189e-07,0,spotify:track:77hNrg29AvHnxHNDKqAvvE
275232,275232,229213.0,0.496,0.156,-13.233,0.0297,0.917,0.0,0.0938,0.157,89.89,1.2957380253301514e-07,0,spotify:track:6tqhVNR3KmYIRpPkM0GwXQ
275233,275233,126529.0,0.231,0.202,-9.04,0.0343,0.774,0.0235,0.102,0.164,77.835,2.710840992973943e-07,0,spotify:track:7MXOUTnAPbKdemwasKgDXu
275234,275234,111000.0,0.612,0.125,-26.802,0.041,0.993,0.906,0.195,0.342,142.915,3.693693693693694e-07,3,spotify:track:0qbWkn1KS5qbPoIo6AALCd
275235,275235,78000.0,0.282,0.151,-14.63,0.042,0.893,0.0,0.106,0.0868,137.876,5.384615384615384e-07,0,spotify:track:08vc3hcbyBUemPSodjCmXy
275236,275236,252444.0,0.409,0.367,-10.733,0.0313,0.783,0.00303,0.117,0.128,165.216,1.2398789434488442e-07,0,spotify:track:1gz6AWVRffrTZHmdFJnICy
275237,275237,291110.0,0.408,0.303,-11.045,0.0312,0.949,0.0001,0.111,0.086,118.822,1.0717598158771598e-07,0,spotify:track:1FsF3gOJlZHlH9DILNL5Zs
275238,275238,214300.0,0.5,0.0911,-15.562,0.0343,0.942,0.00733,0.105,0.334,149.946,1.600559962669155e-07,0,spotify:track:5tQ74kq8tXuYy3xjQGVvTw
275239,275239,186000.0,0.545,0.187,-16.829,0.031,0.972,0.0246,0.108,0.148,119.854,1.666666666666667e-07,0,spotify:track:6c7pJRDVCgEUHpHVeOBWqv
275240,275240,331979.0,0.267,0.425,-9.975,0.0327,0.862,0.0589,0.128,0.0759,144.35,9.850020633835273e-08,0,spotify:track:0kRjeTqYUctkVA7BpM0ra4
275241,275241,231304.0,0.43,0.294,-13.126,0.0318,0.942,0.328,0.0998,0.0836,138.056,1.3748140974648086e-07,0,spotify:track:0HLcMN9vUoteQEmtnsV2Px
275242,275242,173479.0,0.404,0.278,-15.532,0.0373,0.958,0.000209,0.0869,0.457,164.442,2.1501161523873205e-07,0,spotify:track:1HLyfzcgkCFYz9EVk0ONS1
275243,275243,270906.0,0.177,0.256,-13.921,0.0296,0.752,0.0184,0.108,0.111,82.674,1.0926299159117924e-07,0,spotify:track:2uLr19hxWY1mdxiDUkSMnR
275244,275244,272020.0,0.545,0.282,-11.371,0.0306,0.899,0.000514,0.442,0.284,120.013,1.1249172854937137e-07,0,spotify:track:12JSrH2SxHJzCIae6G2w0T
275245,275245,300441.0,0.37,0.17,-16.033,0.0307,0.892,0.00108,0.0787,0.0865,136.039,1.0218312414084629e-07,0,spotify:track:5AQsZ0QgWrXsYIZVxTC7GE
275246,275246,233189.0,0.653,0.124,-15.078,0.0382,0.972,9.15e-06,0.13,0.341,134.146,1.6381561737474752e-07,0,spotify:track:0VS2OGhQ1QXLREbs6xTBfO
275247,275247,416172.0,0.175,0.321,-11.359,0.031,0.883,0.0986,0.0803,0.0391,174.039,7.448843266726258e-08,0,spotify:track:1yOtHbJz7d2wAxOdKqeyqt
275248,275248,234000.0,0.396,0.316,-14.862,0.0384,0.922,0.0151,0.115,0.211,119.699,1.641025641025641e-07,0,spotify:track:4cHOVNCTRbofJlJFhIcBQR
275249,275249,257880.0,0.552,0.333,-8.008,0.0252,0.532,0.0,0.142,0.313,70.482,9.77198697068404e-08,0,spotify:track:3DsDQXMq9n0rAdoDm0faAX
275250,275250,175463.0,0.835,0.426,-9.009,0.0375,0.505,0.0691,0.127,0.726,118.988,2.137202715102329e-07,0,spotify:track:0KukPaDC7s9OVAaTu9rPaJ
275251,275251,193268.0,0.691,0.327,-13.425,0.0299,0.798,0.325,0.122,0.399,110.124,1.547074528633814e-07,0,spotify:track:6cy0wvRiD7KnWQs3plEwng
275252,275252,76550.0,0.354,0.155,-14.906,0.0332,0.992,0.653,0.115,0.17,62.959,4.337034617896801e-07,3,spotify:track:23CCJCFKKrGn7EgCPkXKta
275253,275253,387500.0,0.444,0.112,-15.454,0.038,0.98,0.0299,0.0911,0.14,124.129,9.806451612903225e-08,0,spotify:track:3nuBLIsgww3bZDwJfIdDpd
275254,275254,200376.0,0.394,0.0422,-18.19,0.0388,0.993,0.00574,0.101,0.0706,64.36,1.9363596438695253e-07,0,spotify:track:0DAXdT0ddgMTU5tb51z7DX
275255,275255,369524.0,0.547,0.136,-11.642,0.0471,0.928,0.0,0.0994,0.299,125.482,1.274612745044977e-07,0,spotify:track:1yJ7WrQql0OIsXQflW0Zpv
275256,275256,152000.0,0.5,0.0992,-20.598,0.0283,0.82,0.0762,0.0942,0.198,87.087,1.8618421052631577e-07,0,spotify:track:1Tg2OuxzeSf6WOgp5nHBq3
275257,275257,230000.0,0.53,0.293,-12.776,0.0263,0.898,0.000509,0.0973,0.103,90.132,1.1434782608695652e-07,0,spotify:track:1vdIHcWoUoysoP2Dyn5s82
275258,275258,298535.0,0.215,0.243,-13.076,0.0342,0.909,0.000253,0.14,0.151,149.146,1.1455943189240797e-07,0,spotify:track:07y2OH1N5Qezp9Pn6NAxwG
275259,275259,125597.0,0.69,0.622,-8.95,0.04,0.207,0.0,0.107,0.403,140.078,3.1847894456077775e-07,1,spotify:track:4907XWpC2DCCu8WDNuaCgN
275260,275260,195224.0,0.733,0.46,-10.435,0.0292,0.87,0.864,0.108,0.642,133.991,1.4957177396221776e-07,0,spotify:track:6KOF3pELrCqLUjqUmAGkR8
275261,275261,273077.0,0.502,0.273,-17.38,0.0408,0.939,0.0594,0.109,0.143,78.043,1.494084086173497e-07,0,spotify:track:0Bl5RuFSaO2E90l3FiTWui
275262,275262,200869.0,0.258,0.0267,-20.192,0.0408,0.896,1.21e-05,0.0953,0.277,167.313,2.031174546595045e-07,0,spotify:track:0wCbhBjVGS8ocgOsPMI27n
275263,275263,150313.0,0.646,0.423,-11.913,0.0344,0.803,0.0305,0.285,0.564,109.938,2.2885578758989578e-07,0,spotify:track:6cf0agH2MqxT8t4ea1FSD7
275264,275264,235859.0,0.734,0.345,-12.489,0.0667,0.369,0.016,0.106,0.199,152.025,2.8279607731738026e-07,0,spotify:track:1kJOItVIljyBJjnatmiZBa
275265,275265,225032.0,0.517,0.346,-13.882,0.0548,0.864,0.105,0.122,0.197,140.019,2.435209214689467e-07,0,spotify:track:1VYCw0xLjcdTAKqE5DOsaH
275266,275266,408120.0,0.56,0.412,-8.406,0.0418,0.669,2.29e-05,0.476,0.221,128.035,1.0242085661080073e-07,0,spotify:track:1tBeOaNRN5ig8zOIHDpQUV
275267,275267,132900.0,0.372,0.167,-14.713,0.0311,0.769,0.0,0.118,0.159,154.662,2.340105342362679e-07,0,spotify:track:6Bw8FHFrqDnCBmUwlP5WBk
275268,275268,325013.0,0.593,0.316,-12.583,0.0318,0.858,2.8e-06,0.108,0.335,119.926,9.78422401565476e-08,0,spotify:track:48leyofGXepzHbX2ipqnnI
275269,275269,393200.0,0.381,0.161,-12.915,0.0369,0.84,0.0,0.143,0.356,135.813,9.384537131230929e-08,0,spotify:track:5KXVeVXTMuCJnkK8YSC3FC
275270,275270,257040.0,0.154,0.125,-14.507,0.0372,0.942,0.00278,0.0787,0.0421,143.365,1.4472455648926237e-07,0,spotify:track:3mIyisrMRbIpsInWOd3JTd
275271,275271,279624.0,0.377,0.19,-8.705,0.0322,0.763,0.0,0.105,0.18,134.289,1.1515463622578893e-07,0,spotify:track:5WeJ2gDd1P4jjZYlzJkcXv
275272,275272,397440.0,0.43,0.249,-10.846,0.0317,0.717,0.0,0.14,0.161,147.926,7.976046698872785e-08,0,spotify:track:0WI1CFxnvfIm4rBubmzaY5
275273,275273,272392.0,0.43,0.21,-12.989,0.0352,0.884,0.0,0.0677,0.305,151.439,1.2922552791565098e-07,0,spotify:track:6QoNnPbVjUm2doVrqfl8JC
275274,275274,298845.0,0.531,0.363,-10.374,0.0284,0.403,0.0,0.0917,0.35,71.973,9.503254195318644e-08,0,spotify:track:6VYmCY61wgyj2pl9v22Zd5
275275,275275,362691.0,0.316,0.334,-10.762,0.0387,0.908,6.48e-06,0.0809,0.151,68.613,1.067023995632646e-07,0,spotify:track:48ccRS16aHgWplSvvCYQ6y
275276,275276,337560.0,0.237,0.224,-10.002,0.0329,0.635,0.0,0.0999,0.164,155.628,9.74641545206778e-08,0,spotify:track:0cXV6AoJBnrnrXK0toJHpB
275277,275277,318120.0,0.297,0.33,-11.229,0.0318,0.106,0.000103,0.0574,0.171,140.293,9.99622783855149e-08,0,spotify:track:4zMRqPbbNMGsOpmjuey9lU
275278,275278,327065.0,0.459,0.243,-10.413,0.0293,0.887,2.28e-06,0.113,0.14,126.811,8.958463913900908e-08,0,spotify:track:6Ckuel5rkQKVPnDgjR4uPp
275279,275279,527308.0,0.365,0.159,-14.053,0.0311,0.309,0.0,0.124,0.0709,103.863,5.897881314146573e-08,0,spotify:track:4zR02OVCzEa7r6YyNeV7OG
275280,275280,226183.0,0.582,0.399,-11.004,0.0297,0.112,0.0,0.112,0.29,135.974,1.313096032858349e-07,0,spotify:track:6MRxKl9WRgjKQF02mjlovA
275281,275281,248427.0,0.292,0.321,-11.098,0.0342,0.695,0.0,0.118,0.283,122.959,1.3766619570336557e-07,0,spotify:track:0A9EqaaKlSTHHmto8wYg63
275282,275282,417559.0,0.504,0.333,-7.356,0.0266,0.817,1.65e-06,0.202,0.194,138.006,6.370357242928545e-08,0,spotify:track:4nLFlodcLPQTyE8qxH8ws1
275283,275283,766716.0,0.34,0.352,-11.977,0.0328,0.823,6.22e-06,0.126,0.214,151.882,4.2779855904924393e-08,0,spotify:track:4uKxiQmGDhR1tBeBAu3zxn
275284,275284,414173.0,0.186,0.0916,-17.125,0.0381,0.885,0.00027,0.0959,0.0489,168.926,9.199054501379861e-08,0,spotify:track:5cebPQVq4mdFykugzU2LfU
275285,275285,339082.0,0.403,0.196,-11.488,0.0344,0.803,0.0,0.105,0.169,127.274,1.0145038663214209e-07,0,spotify:track:6NZ9RGNqnlkoD4d1OQWPmP
275286,275286,352173.0,0.508,0.253,-12.071,0.0291,0.812,0.00123,0.11,0.0389,120.01,8.262984385515074e-08,0,spotify:track:0OZdYnV6S2qpd6rseK8Lpg
275287,275287,167856.0,0.528,0.316,-12.233,0.0297,0.895,0.000311,0.0831,0.299,143.667,1.7693737489276529e-07,0,spotify:track:3zbJjPcgW6RSLSc85eeJG3
275288,275288,195846.0,0.321,0.148,-13.452,0.0311,0.81,0.0,0.131,0.166,139.766,1.587982394330239e-07,0,spotify:track:0mQaOUXJ46pdM0dHmKu5ha
275289,275289,449447.0,0.386,0.327,-13.639,0.0474,0.831,0.0,0.124,0.31,148.98,1.0546293556303636e-07,0,spotify:track:4X2XjyVVe4uO5NjbUwZJaP
275290,275290,260022.0,0.52,0.565,-6.551,0.0325,0.0303,0.0,0.0659,0.173,96.015,1.2498942397181777e-07,0,spotify:track:6YkYoeZXZUK5SP8EReOOQI
275291,275291,509752.0,0.396,0.495,-9.342,0.0326,0.0265,0.0,0.0982,0.199,138.933,6.395266717933425e-08,1,spotify:track:0PKyLZzVgzjhNMKXekDpSi
275292,275292,371640.0,0.404,0.728,-6.463,0.0474,0.0191,0.0,0.0913,0.195,139.685,1.275427833387149e-07,1,spotify:track:5VYr4jdVKLv84Ekcv6tCiA
275293,275293,556844.0,0.124,0.481,-7.785,0.0324,0.174,0.0,0.268,0.105,74.962,5.8185057215306256e-08,0,spotify:track:3rqhtNTYBbUxQ2j4NaG0Qx
275294,275294,288640.0,0.21,0.58,-8.751,0.0359,0.0339,0.000105,0.13,0.118,143.753,1.2437638580931266e-07,2,spotify:track:22wEdAfAi35HqfNBCRzaz4
275295,275295,240396.0,0.518,0.183,-14.355,0.0328,0.907,0.0,0.112,0.308,143.62,1.3644153812875424e-07,0,spotify:track:6RCldABrXl6Ez9CRUoYBXi
275296,275296,317890.0,0.407,0.5,-7.812,0.031,0.0198,0.0,0.0962,0.171,149.703,9.751800937431189e-08,0,spotify:track:2chagNwMrCV8EGBykiWAkm
