Unnamed: 0.1,Unnamed: 0,duration (ms),danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spec_rate,labels,uri
202940,202940,207102.0,0.506,0.869,-3.498,0.0465,0.00121,0.0,0.368,0.734,109.967,2.245270446446679e-07,2,spotify:track:0RIqchkqEgBA7jkKANu3JF
202941,202941,65047.0,0.532,0.589,-5.882,0.0344,0.64,3.91e-05,0.106,0.254,107.116,5.288483711777638e-07,1,spotify:track:07DliyZI1BllxwYjR4PfBw
202942,202942,214443.0,0.743,0.857,-4.642,0.0786,0.181,0.0,0.292,0.63,120.018,3.665309662707573e-07,1,spotify:track:7gzhoAtokUlTZ9XG7TSoqf
202943,202943,222373.0,0.48,0.637,-4.596,0.0285,0.216,0.0,0.34,0.233,155.926,1.281630413764261e-07,0,spotify:track:0wuGxn6mILf918ZIaeiIG5
202944,202944,209088.0,0.388,0.528,-7.559,0.0555,0.0922,1.27e-05,0.473,0.321,73.922,2.654384756657484e-07,1,spotify:track:1Aj3RxalBzC99i3iVZvAmL
202945,202945,243961.0,0.676,0.727,-4.676,0.276,0.254,0.0,0.112,0.382,139.844,1.1313283680588293e-06,1,spotify:track:26TIfStHIKPlgzr4PkTB0i
202946,202946,216998.0,0.56,0.382,-11.714,0.0404,0.805,0.0936,0.164,0.244,119.951,1.8617683112286749e-07,0,spotify:track:1wq8Jpu0fGet8YnrzephPK
202947,202947,220546.0,0.62,0.665,-6.112,0.0344,0.147,0.00712,0.123,0.195,142.996,1.5597653097313033e-07,0,spotify:track:1qOla2w5bk6jb5C4RCDZyE
202948,202948,241280.0,0.497,0.743,-4.896,0.0608,0.169,0.0,0.363,0.393,143.838,2.519893899204244e-07,1,spotify:track:6l8YJbgWzvh05e3Bnfw9lw
202949,202949,213160.0,0.443,0.727,-4.483,0.0515,0.0498,0.0,0.307,0.553,119.715,2.4160255207355977e-07,2,spotify:track:2ztaVaOpy7zNhUq0qzNNGy
202950,202950,198672.0,0.502,0.874,-3.781,0.13,0.261,0.0,0.185,0.389,200.09,6.543448498026899e-07,2,spotify:track:3C516RGJ7ADQpL04Nzhfjz
202951,202951,184373.0,0.657,0.648,-4.462,0.0346,0.539,0.0,0.109,0.263,99.965,1.8766305261616401e-07,1,spotify:track:13BOCiYekfcqphFAXbxeej
202952,202952,271019.0,0.376,0.3,-13.654,0.0331,0.465,0.0339,0.159,0.126,114.901,1.221316586659976e-07,0,spotify:track:07i6kH81u4G4e7sczhvXtn
202953,202953,202684.0,0.358,0.333,-10.802,0.0361,0.485,1.89e-06,0.177,0.651,63.318,1.7810976692782853e-07,0,spotify:track:2u4P8OYhcN8K5A0UiofefL
202954,202954,192135.0,0.544,0.748,-5.66,0.0668,0.0308,0.0264,0.0868,0.753,168.0,3.476722096442605e-07,2,spotify:track:4WTcpYfuTzxlWjffzeUjah
202955,202955,236400.0,0.553,0.164,-10.302,0.0332,0.843,0.0153,0.297,0.358,112.373,1.4043993231810494e-07,0,spotify:track:6yBGASxUrem2ZRuCRIujQ5
202956,202956,210253.0,0.501,0.569,-3.955,0.0319,0.285,0.000133,0.309,0.284,147.831,1.5172197305151413e-07,0,spotify:track:5O1vxhZsG6IhclVRYpPtZm
202957,202957,226880.0,0.424,0.663,-4.133,0.0391,0.634,9.54e-05,0.112,0.196,186.093,1.7233779971791257e-07,1,spotify:track:0ddSLVdbpKFO1FtIYpYnw9
