Unnamed: 0.1,Unnamed: 0,duration (ms),danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spec_rate,labels,uri
169580,169580,228680.0,0.615,0.754,-6.104,0.0379,0.721,0.0,0.077,0.786,145.299,1.6573377645618333e-07,1,spotify:track:2pfEVSZdq5McocgAYWhgLu
169581,169581,144147.0,0.66,0.583,-7.361,0.0512,0.282,0.0,0.0553,0.941,125.44,3.5519296273942577e-07,1,spotify:track:48ZjHLkaHpXIlGGYUlb3bZ
169582,169582,176067.0,0.501,0.752,-7.242,0.0352,0.115,0.205,0.387,0.583,147.515,1.999238926090636e-07,1,spotify:track:3yobZXbEQQJq7wBazWGDVg
169583,169583,200173.0,0.327,0.84,-6.068,0.107,0.146,0.00013,0.144,0.655,94.723,5.345376249544144e-07,1,spotify:track:2EMmHEhCZSMMEM85HTFJvj
169584,169584,208493.0,0.483,0.692,-9.995,0.0363,0.102,1.21e-05,0.102,0.935,89.05,1.7410656472879185e-07,1,spotify:track:6pW2lKORQaIC6JR4qBNG9e
169585,169585,195587.0,0.484,0.802,-7.179,0.0416,0.272,0.0,0.063,0.345,96.36,2.1269307264797762e-07,1,spotify:track:7yclPNtDdeuNYSlogyfdcE
169586,169586,173333.0,0.743,0.714,-10.696,0.0332,0.0361,0.0,0.064,0.819,124.118,1.9153882988236525e-07,1,spotify:track:3vTuQfPlHGgu7IyK3RoSsI
169587,169587,191053.0,0.399,0.686,-7.112,0.0311,0.109,0.000874,0.112,0.377,101.806,1.627820552412158e-07,0,spotify:track:2XKW8CH8nRZH9cF2DNjBHN
169588,169588,143213.0,0.616,0.629,-6.9,0.0263,0.0285,1.32e-06,0.208,0.606,94.004,1.8364254641687562e-07,1,spotify:track:0wb21I1NV5uVUolRXIqlJF
169589,169589,209267.0,0.57,0.802,-10.099,0.0313,0.0899,0.0,0.0318,0.893,128.843,1.4956968848408972e-07,1,spotify:track:5UBq9iGT7lfpibWr7KKqKe
169590,169590,182854.0,0.577,0.644,-8.056,0.055,0.101,1.18e-05,0.695,0.313,134.084,3.007864197665897e-07,1,spotify:track:11jw9nN4jdQEb82hKJCgKG
169591,169591,181320.0,0.234,0.693,-8.277,0.0408,2.82e-05,0.899,0.442,0.541,106.933,2.2501654533421577e-07,2,spotify:track:48TNLcToLs8DWkdj5vYdiW
169592,169592,250667.0,0.433,0.675,-8.986,0.0325,0.146,0.00251,0.348,0.54,95.052,1.2965408290680466e-07,0,spotify:track:3lApcJC16V67JIJE7CCfth
169593,169593,233720.0,0.607,0.681,-12.471,0.0489,0.0928,0.00041,0.351,0.784,95.48,2.092247133321924e-07,1,spotify:track:14zj5jZTzV1MN8pQAR730z
169594,169594,196200.0,0.59,0.536,-10.686,0.0396,0.54,9.54e-06,0.0921,0.67,130.337,2.0183486238532123e-07,1,spotify:track:1oHJqJn5Y7lwCqZNWEdaMe
169595,169595,192293.0,0.662,0.772,-7.135,0.0356,0.332,1.22e-06,0.314,0.914,127.025,1.851341442486206e-07,1,spotify:track:5yGYWR0ZTgaQbjQVq1FFbW
169596,169596,187720.0,0.222,0.932,-3.835,0.085,0.271,0.0,0.435,0.588,133.26,4.528020455998297e-07,2,spotify:track:7AC2sIU1IhrsNsI5x3dImr
169597,169597,226067.0,0.517,0.502,-15.014,0.0275,0.58,0.00157,0.352,0.727,88.762,1.2164535292634486e-07,0,spotify:track:61OQuSzsom6geFCA18JwO6
169598,169598,179676.0,0.449,0.468,-10.201,0.0272,0.386,0.0,0.146,0.637,143.181,1.513836015939803e-07,0,spotify:track:4BC6olCmpkr5llu4SzsRq6
