Unnamed: 0.1,Unnamed: 0,duration (ms),danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spec_rate,labels,uri
183480,183480,85173.0,0.599,0.763,-10.249,0.081,0.173,0.000472,0.116,0.839,96.144,9.510056003663132e-07,1,spotify:track:3uqlxJGcVYMSRSlJPt2HaO
183481,183481,279960.0,0.733,0.62,-10.051,0.0512,0.011,0.39,0.222,0.92,127.933,1.828832690384341e-07,1,spotify:track:6MuViMNRhfvcn2RJako0HA
183482,183482,259613.0,0.616,0.538,-9.165,0.17,0.0906,8.98e-06,0.192,0.278,127.948,6.548208294653967e-07,1,spotify:track:39ncDMVidHOeQgeC5anYZM
183483,183483,235972.0,0.499,0.731,-6.452,0.0525,0.244,0.0,0.0938,0.463,145.001,2.224840235282152e-07,0,spotify:track:0Grpt3Up0Kaj7PljmT7inL
183484,183484,234400.0,0.701,0.686,-5.437,0.0294,0.102,0.0,0.295,0.868,119.908,1.2542662116040954e-07,1,spotify:track:4btKuUUEjPNVD6yOKGlY9j
183485,183485,275133.0,0.701,0.889,-4.776,0.0362,0.0152,0.0131,0.148,0.789,126.986,1.3157273027953753e-07,1,spotify:track:4UeDMzA4XjmRpl1RHogDzx
183486,183486,168800.0,0.645,0.855,-5.63,0.0356,0.0906,0.0,0.114,0.649,147.007,2.109004739336493e-07,1,spotify:track:6QqZysuscK96vnP27RYrnf
183487,183487,226494.0,0.315,0.674,-4.171,0.0858,0.0583,0.0,0.1,0.285,76.417,3.7881798193329625e-07,1,spotify:track:5nJLvHZyBesLVvDfsvq2sW
183488,183488,165973.0,0.666,0.519,-7.88,0.0476,0.085,0.0,0.24,0.457,135.891,2.8679363510932505e-07,1,spotify:track:4Gh8T9BoncwvMlVoyZ67CL
183489,183489,149693.0,0.625,0.66,-5.477,0.0416,0.129,6.34e-05,0.12,0.731,125.303,2.779021063109164e-07,1,spotify:track:2K5W4FicHhKQ9xMSl1MZX2
183490,183490,120453.0,0.541,0.7,-5.292,0.279,0.617,0.0,0.373,0.654,94.384,2.3162561330975568e-06,1,spotify:track:3W3BHalLp288TxkZN1uPRd
183491,183491,179373.0,0.753,0.708,-5.389,0.265,0.0081,0.0,0.188,0.323,105.521,1.4773683887764602e-06,1,spotify:track:6fq4QyaUskNqES6lJqgYjW
183492,183492,88282.0,0.781,0.595,-8.904,0.859,0.766,0.0,0.342,0.865,81.379,9.730182823225571e-06,1,spotify:track:7k5agf3Bo48jyzXrvrMuhb
183493,183493,164164.0,0.554,0.593,-5.492,0.215,0.207,0.0,0.0529,0.618,147.743,1.3096659438122853e-06,1,spotify:track:1iFgG6BeEPTbXsAok6zYxR
183494,183494,91653.0,0.594,0.61,-5.811,0.0404,0.01,5.9e-05,0.159,0.52,67.065,4.407929909550151e-07,1,spotify:track:0wa6NdTKfQugqFevo2TQqB
183495,183495,161040.0,0.728,0.731,-6.991,0.0433,0.0365,5.95e-06,0.312,0.639,95.986,2.6887729756582214e-07,1,spotify:track:2o9F28g8xP18nobgPqL1E7
