Unnamed: 0.1,Unnamed: 0,duration (ms),danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spec_rate,labels,uri
100080,100080,178689.0,0.668,0.612,-4.536,0.0315,0.376,0.146,0.0912,0.611,130.012,1.7628393465742154e-07,1,spotify:track:1kiQfpmbMrcDO7o9e7GBH6
100081,100081,201836.0,0.753,0.554,-11.75,0.0355,0.61,0.0514,0.0862,0.496,131.005,1.7588537228244712e-07,0,spotify:track:0VUrBTBFYX8tkGUbWJ5wkD
100082,100082,203670.0,0.584,0.823,-4.426,0.0311,0.00178,0.000206,0.34,0.836,123.962,1.526979918495606e-07,1,spotify:track:6CL2VtLYkdN5OKB8Di9zLq
100083,100083,198000.0,0.795,0.814,-6.437,0.0267,0.268,0.000782,0.0934,0.962,119.991,1.348484848484849e-07,1,spotify:track:08RcqKgGxRBnaqAsgm07DI
100084,100084,138837.0,0.565,0.555,-8.702,0.043,0.354,4.91e-05,0.345,0.216,134.8,3.097157097891772e-07,1,spotify:track:6LSkLGDk87wGKawiRTqwdy
100085,100085,222547.0,0.527,0.484,-8.122,0.0365,0.316,7.48e-06,0.138,0.3,136.007,1.640102989480874e-07,0,spotify:track:7LDHQfiTWtQ4VMJA1Cm7Vv
100086,100086,207000.0,0.666,0.569,-4.349,0.0306,0.0469,4.1e-06,0.0796,0.805,81.989,1.4782608695652173e-07,1,spotify:track:3vWAeJGKEQGrvCKut2uMzy
100087,100087,188632.0,0.67,0.554,-9.217,0.0311,0.365,0.0,0.106,0.681,105.92,1.6487128376945586e-07,1,spotify:track:1nbf58hrmgDkfathd8NwTD
100088,100088,173823.0,0.739,0.584,-10.354,0.0356,0.377,0.0217,0.0927,0.96,135.994,2.048060383263435e-07,1,spotify:track:7bKMO3og5pWUJV5g6VtZwp
100089,100089,203467.0,0.423,0.407,-14.454,0.0592,0.838,0.0315,0.105,0.536,99.992,2.9095627300741645e-07,0,spotify:track:6WclB5qGbvCgcFH0MZ1EQy
100090,100090,167168.0,0.656,0.622,-10.518,0.0866,0.0885,0.0064,0.114,0.464,180.049,5.18041730474732e-07,1,spotify:track:3DVhLbfqydZoui3oL8kfti
100091,100091,151561.0,0.887,0.533,-7.137,0.0361,0.00679,0.0254,0.102,0.624,119.963,2.381879243340965e-07,1,spotify:track:5FEiAtuQ8ZKTAu9tr6zVcA
100092,100092,202657.0,0.77,0.682,-4.94,0.0286,0.0266,0.0,0.29,0.961,105.944,1.4112515235101676e-07,1,spotify:track:7hWVFjQbe5rrUIJnOmtd7l
100093,100093,228355.0,0.699,0.494,-9.5,0.162,0.585,0.000243,0.323,0.626,82.005,7.094217337041011e-07,1,spotify:track:3w2SbYo8eSKB7UNfEMCzOR
100094,100094,198562.0,0.536,0.342,-12.534,0.0502,0.678,0.00697,0.0861,0.307,176.113,2.528177596921869e-07,0,spotify:track:0aW9tzWTluJpRqMrBzsrpB
100095,100095,241167.0,0.634,0.692,-5.885,0.0571,0.28,0.0,0.122,0.461,139.965,2.3676539493380106e-07,1,spotify:track:0dDXbcBI2DJW12FSWpSjgq
100096,100096,202507.0,0.764,0.555,-6.068,0.034,0.0425,0.000724,0.0959,0.492,109.993,1.6789543077523249e-07,1,spotify:track:0sHou6HBAx8c7ipaOnab6r
100097,100097,213167.0,0.42,0.541,-5.154,0.0273,0.62,9.01e-05,0.166,0.27,79.648,1.2806860348928305e-07,0,spotify:track:4oBGba0gIMq5AKc6tTywwX
100098,100098,195554.0,0.561,0.745,-4.142,0.0379,0.0161,0.0,0.086,0.819,87.984,1.9380835983922602e-07,1,spotify:track:2PNPqJ8V4WZYtsZLgqScLW
100099,100099,219000.0,0.824,0.724,-6.587,0.0381,0.315,0.0131,0.366,0.894,114.973,1.7397260273972605e-07,1,spotify:track:7Mdvvkp2wAHUnFwdZ6nrr1
100100,100100,190127.0,0.801,0.675,-5.315,0.0325,0.257,0.00115,0.14,0.706,114.975,1.709383727718841e-07,1,spotify:track:7CCKYz9WZ0G2D3nELghKl3
