Unnamed: 0.1,Unnamed: 0,duration (ms),danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spec_rate,labels,uri
13900,13900,255387.0,0.515,0.99,-3.918,0.1,0.00103,0.000117,0.132,0.209,124.987,3.915626089033506e-07,2,spotify:track:1UKn0jPIKEsyWPYeJKws1D
13901,13901,222358.0,0.457,0.925,-3.704,0.0755,0.00104,0.0,0.267,0.323,107.963,3.395425395083604e-07,2,spotify:track:0jZYHRJ5e57SmJpA22IE9j
13902,13902,233147.0,0.582,0.71,-4.093,0.0413,0.00212,0.000209,0.13,0.587,130.015,1.7714146010885838e-07,2,spotify:track:2fbnRsbMdmCyKLCti2ND9e
13903,13903,213147.0,0.461,0.954,-3.456,0.102,0.00121,0.0,0.209,0.472,136.027,4.785429773818069e-07,2,spotify:track:6WG3sNeWevoEy2eEOX2TBi
13904,13904,234533.0,0.54,0.792,-4.375,0.0531,0.00276,0.0,0.103,0.459,110.022,2.2640737124413201e-07,2,spotify:track:01iiWt31MX0ogrWGmBdjDD
13905,13905,240960.0,0.529,0.928,-7.072,0.148,0.0953,0.0,0.215,0.557,133.302,6.142098273572377e-07,1,spotify:track:2yioFCMsHnuvy6cc4JyEeZ
13906,13906,404240.0,0.554,0.816,-7.871,0.0353,0.000526,0.000711,0.0988,0.362,131.409,8.732436176528796e-08,2,spotify:track:49rcSzMayJhIwGf0CJCaxJ
13907,13907,242720.0,0.467,0.828,-6.792,0.0566,0.000154,0.00971,0.0943,0.338,155.134,2.3319050758075146e-07,2,spotify:track:4VxfOVVm5Mnp9JapxZakE3
13908,13908,205507.0,0.493,0.938,-6.526,0.105,4.7e-05,0.0339,0.0851,0.567,136.521,5.109315011167502e-07,2,spotify:track:5Z7U8TRHAlX2uL2lVYv5Wa
13909,13909,235653.0,0.498,0.841,-5.239,0.0362,3.56e-05,0.224,0.136,0.397,94.047,1.536156976571485e-07,2,spotify:track:32r9L69MnYI08bKeRXaiCq
13910,13910,214000.0,0.622,0.941,-4.651,0.162,0.0027,0.00185,0.132,0.552,89.756,7.570093457943925e-07,1,spotify:track:6HwM33ibc48ct1ralhvJrW
13911,13911,245333.0,0.369,0.797,-5.794,0.0594,0.000891,0.371,0.0482,0.342,196.174,2.421198941846388e-07,2,spotify:track:3RscvSCPYxDBeOseQBvV6F
13912,13912,223773.0,0.263,0.939,-4.648,0.0834,7.66e-05,0.000364,0.374,0.408,175.293,3.726991191966861e-07,2,spotify:track:3tQ6LmYZeoJ4dwkZ3IGoSj
13913,13913,218600.0,0.511,0.785,-5.249,0.034,5.08e-05,0.0,0.109,0.539,147.966,1.5553522415370545e-07,2,spotify:track:5bt48PDYHijKatf6s0FpeN
13914,13914,251800.0,0.289,0.736,-3.38,0.0369,0.00087,0.00395,0.0636,0.13,152.158,1.465448768864178e-07,2,spotify:track:3wwoB2eYeGnuOSuIYqXEdl
13915,13915,218667.0,0.556,0.909,-5.245,0.0414,0.000552,0.875,0.116,0.427,97.021,1.8932897968143344e-07,2,spotify:track:3EGLNR8pZqwLnj565NAfWQ
